onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	1	1.381	numb.wav	crumb.wav
4.00800000000001	4.4	2	1	0.928	stamp.wav	swamp.wav
8.416000000000011	4.4	3	1	0.851	fall.wav	crawl.wav
12.825000000000003	4.0	3	1	1.543	tense.wav	fence.wav
16.833	4.8	5	1	1.087	blackcross.wav	blackcross.wav
21.641999999999996	4.8	5	1	1.052	blackcross.wav	blackcross.wav
26.451999999999998	4.8	5	1	1.069	blackcross.wav	blackcross.wav
31.262	4.8	5	1	1.286	blackcross.wav	blackcross.wav
36.071	4.4	5	1	1.212	blackcross.wav	blackcross.wav
40.48000000000002	4.8	6	1	0.77	e.wav	f.wav
45.289000000000016	4.4	6	1	0.825	c.wav	u.wav
49.69800000000001	4.8	3	1	1.247	stroke.wav	soak.wav
54.50800000000001	4.8	5	1	1.159	blackcross.wav	blackcross.wav
59.31700000000001	4.0	2	1	1.034	cow.wav	glow.wav
63.32500000000002	4.4	6	1	0.687	o.wav	p.wav
67.73400000000001	4.8	6	1	0.743	t.wav	u.wav
72.543	4.4	3	1	0.833	odd.wav	rod.wav
76.952	4.4	3	1	0.84	halt.wav	fault.wav
81.36100000000002	4.0	4	1	0.854	june.wav	loop.wav
85.369	4.0	3	1	1.147	leap.wav	sweep.wav
89.37700000000001	4.8	5	1	1.23	blackcross.wav	blackcross.wav
94.186	4.0	4	1	1.284	smart.wav	drought.wav
98.19400000000002	4.4	1	0	1.405	flood.wav	blood.wav
102.60300000000001	4.4	5	1	1.258	blackcross.wav	blackcross.wav
107.011	4.0	1	0	1.47	bluff.wav	puff.wav
111.019	4.8	5	1	1.234	blackcross.wav	blackcross.wav
115.82900000000001	4.0	2	1	1.805	ford.wav	word.wav
119.83700000000002	4.0	5	1	1.312	blackcross.wav	blackcross.wav
123.88499999999999	4.0	6	1	1.636	y.wav	o.wav
127.893	4.4	4	1	0.892	wheel.wav	sneak.wav
132.302	4.0	3	1	0.899	rum.wav	numb.wav
136.309	4.8	4	0	1.723	ghost.wav	pose.wav
141.119	4.4	3	1	0.686	scheme.wav	cream.wav
145.528	4.8	1	1	1.515	frost.wav	cost.wav
150.33700000000002	4.8	3	1	1.404	thief.wav	beef.wav
155.14700000000002	4.4	4	1	0.822	fault.wav	note.wav
159.556	4.4	1	1	0.743	vase.wav	chase.wav
163.96400000000003	4.0	2	1	1.129	glove.wav	stove.wav
167.972	4.0	2	1	1.411	plead.wav	spread.wav
171.98	4.4	1	1	0.924	thread.wav	spread.wav
176.38899999999998	4.8	2	1	0.9	dull.wav	bull.wav
181.198	4.4	5	1	1.151	blackcross.wav	blackcross.wav
185.607	4.0	5	1	1.199	blackcross.wav	blackcross.wav
189.61499999999998	4.8	1	1	1.143	spoon.wav	noon.wav
194.42499999999998	4.4	5	1	1.154	blackcross.wav	blackcross.wav
198.833	4.8	5	1	1.135	blackcross.wav	blackcross.wav
203.643	4.4	6	1	1.026	c.wav	d.wav
208.052	4.4	1	0	1.492	brow.wav	cow.wav
212.46	4.0	1	1	1.044	quart.wav	wart.wav
216.468	4.0	3	1	0.898	float.wav	note.wav
220.47600000000003	4.4	5	1	1.63	blackcross.wav	blackcross.wav
224.88500000000002	4.4	2	1	1.034	swap.wav	gap.wav
229.32000000000002	4.8	6	1	1.502	g.wav	h.wav
234.13000000000002	4.8	2	1	1.307	mouth.wav	youth.wav
238.939	4.4	5	1	1.168	blackcross.wav	blackcross.wav
243.34799999999998	4.0	2	1	0.889	touch.wav	couch.wav
247.35600000000002	4.8	6	1	1.097	y.wav	z.wav
252.16600000000003	4.4	2	1	1.798	breath.wav	wreath.wav
256.57399999999996	4.0	4	1	1.178	dried.wav	stood.wav
260.582	4.8	2	1	1.139	pint.wav	hint.wav
265.39200000000005	4.0	2	1	1.849	gross.wav	moss.wav
269.413	4.0	6	1	1.425	i.wav	r.wav
273.42100000000005	4.0	4	1	2.073	ford.wav	rod.wav
277.429	4.8	3	1	0.955	cheek.wav	sneak.wav
282.23800000000006	4.4	5	1	1.319	blackcross.wav	blackcross.wav
286.64700000000005	4.4	5	1	1.324	blackcross.wav	blackcross.wav
291.05600000000004	4.8	5	1	1.221	blackcross.wav	blackcross.wav
295.865	4.8	6	1	0.661	f.wav	n.wav
300.67499999999995	4.8	1	1	0.884	beef.wav	reef.wav
305.48400000000004	4.0	1	1	1.201	soak.wav	oak.wav
309.49199999999996	4.8	1	1	1.401	fought.wav	sought.wav
314.302	4.0	1	1	1.35	stool.wav	fool.wav
318.31000000000006	4.8	3	1	1.246	warm.wav	form.wav
323.119	4.8	2	1	0.992	wart.wav	smart.wav
327.956	4.0	6	1	0.722	v.wav	m.wav
331.96299999999997	4.8	3	1	2.303	bride.wav	dried.wav
336.773	4.8	1	1	1.685	toss.wav	moss.wav
341.58299999999997	4.4	2	1	1.951	stood.wav	flood.wav
345.991	4.8	4	1	1.291	pool.wav	tooth.wav
350.80100000000004	4.4	4	1	0.983	rum.wav	touch.wav
355.21000000000004	4.4	5	1	1.248	blackcross.wav	blackcross.wav
359.61800000000005	4.0	4	1	0.918	tough.wav	dull.wav
363.626	4.0	4	0	0.265	both.wav	stroke.wav
367.634	4.0	6	1	2.449	h.wav	p.wav
