onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	5	1	1.94	blackcross.wav	blackcross.wav
4.823	4.4	2	1	1.307	post.wav	cost.wav
9.245000000000005	5.2	2	1	1.394	smooth.wav	tooth.wav
14.469000000000001	4.4	4	1	1.638	swap.wav	watch.wav
18.878	4.4	5	1	1.414	blackcross.wav	blackcross.wav
23.286	4.0	5	1	1.389	blackcross.wav	blackcross.wav
27.294000000000004	4.8	5	1	1.302	blackcross.wav	blackcross.wav
32.103	4.4	5	1	1.436	blackcross.wav	blackcross.wav
36.512	4.0	5	1	1.513	blackcross.wav	blackcross.wav
40.533	4.8	4	1	1.348	thief.wav	plead.wav
45.343	4.0	6	1	1.336	l.wav	d.wav
49.364000000000004	4.8	4	1	1.953	glow.wav	stove.wav
54.187	4.0	4	1	1.479	port.wav	warm.wav
58.19500000000001	4.4	5	1	1.272	blackcross.wav	blackcross.wav
62.619	4.0	2	1	1.447	fought.wav	drought.wav
66.625	4.0	5	1	1.418	blackcross.wav	blackcross.wav
70.659	4.0	6	1	1.309	v.wav	w.wav
74.68	4.0	1	1	1.243	glide.wav	bride.wav
78.702	4.8	2	0	1.545	scratch.wav	watch.wav
83.525	4.4	4	1	1.588	trial.wav	fall.wav
87.947	4.4	4	1	1.757	wreath.wav	leap.wav
92.369	4.8	2	1	1.641	both.wav	cloth.wav
97.205	4.4	6	1	1.107	r.wav	s.wav
101.628	4.0	4	1	1.685	grace.wav	fence.wav
105.635	4.8	5	1	1.617	blackcross.wav	blackcross.wav
110.45700000000001	4.4	2	1	2.181	pool.wav	wool.wav
114.879	4.4	1	1	1.65	shove.wav	glove.wav
119.288	4.0	5	1	1.525	blackcross.wav	blackcross.wav
123.323	4.0	1	1	1.335	scheme.wav	theme.wav
127.331	4.0	5	0	n/a	blackcross.wav	blackcross.wav
131.35199999999998	4.8	4	1	2.435	cream.wav	swarm.wav
136.161	4.0	6	1	1.752	k.wav	t.wav
140.19600000000003	4.4	1	1	1.117	harm.wav	farm.wav
144.60399999999998	4.0	5	1	1.265	blackcross.wav	blackcross.wav
148.61200000000002	4.4	6	1	1.24	i.wav	j.wav
153.02100000000002	4.0	5	1	1.418	blackcross.wav	blackcross.wav
157.043	4.0	3	1	1.176	june.wav	noon.wav
161.05	4.4	5	1	1.478	blackcross.wav	blackcross.wav
165.47199999999998	4.0	1	1	1.096	pile.wav	mile.wav
169.495	4.4	1	1	1.208	sweep.wav	creep.wav
173.91500000000002	4.0	3	1	1.331	stool.wav	rule.wav
177.923	4.0	5	1	1.211	blackcross.wav	blackcross.wav
181.93099999999998	4.4	5	1	1.43	blackcross.wav	blackcross.wav
186.33999999999997	4.0	5	1	1.359	blackcross.wav	blackcross.wav
190.348	4.0	5	1	1.176	blackcross.wav	blackcross.wav
194.356	4.4	5	1	1.195	blackcross.wav	blackcross.wav
198.77800000000002	4.4	3	1	1.091	pile.wav	trial.wav
203.18599999999998	4.8	6	1	1.701	z.wav	g.wav
207.99599999999998	4.8	5	1	1.333	blackcross.wav	blackcross.wav
212.82	4.4	4	0	1.399	gross.wav	post.wav
217.25400000000002	4.8	3	1	1.382	wheel.wav	deal.wav
222.077	4.8	3	1	1.128	flight.wav	spite.wav
226.899	4.8	2	1	1.331	tomb.wav	comb.wav
231.709	4.0	6	1	1.218	k.wav	l.wav
235.743	4.4	6	1	1.565	a.wav	b.wav
240.16500000000002	4.4	3	1	1.331	bluff.wav	tough.wav
244.574	4.0	5	1	1.319	blackcross.wav	blackcross.wav
248.59500000000003	4.0	3	1	1.322	chase.wav	grace.wav
252.61700000000002	4.4	3	1	1.208	roast.wav	ghost.wav
257.02500000000003	4.0	5	1	1.335	blackcross.wav	blackcross.wav
261.033	4.8	6	1	1.215	w.wav	e.wav
265.856	4.4	2	1	1.643	swarm.wav	harm.wav
270.291	4.4	1	1	1.105	goat.wav	float.wav
274.7	4.4	6	1	1.679	m.wav	n.wav
279.122	4.8	3	1	1.233	stir.wav	blur.wav
283.93100000000004	4.8	5	1	1.381	blackcross.wav	blackcross.wav
288.74100000000004	4.0	5	1	1.505	blackcross.wav	blackcross.wav
292.762	4.4	2	1	1.708	threat.wav	wheat.wav
297.171	4.8	6	1	2.021	j.wav	b.wav
301.995	4.4	4	1	1.384	youth.wav	hint.wav
306.40200000000004	4.4	6	1	1.267	a.wav	s.wav
310.81100000000004	4.8	5	1	1.311	blackcross.wav	blackcross.wav
315.647	4.0	3	1	1.216	quart.wav	port.wav
319.682	4.4	3	1	1.209	soup.wav	loop.wav
324.10400000000004	5.2	4	1	1.49	stamp.wav	tomb.wav
329.341	4.8	1	1	1.284	neat.wav	wheat.wav
334.163	4.8	1	1	1.295	strap.wav	gap.wav
338.986	4.4	2	1	1.311	dose.wav	pose.wav
343.409	4.8	4	1	2.138	flight.wav	threat.wav
348.233	4.8	4	1	1.22	rule.wav	blur.wav
353.041	4.0	5	1	1.293	blackcross.wav	blackcross.wav
357.048	4.4	5	1	1.405	blackcross.wav	blackcross.wav
361.457	4.8	5	1	1.286	blackcross.wav	blackcross.wav
366.28000000000003	5.2	1	1	1.784	bull.wav	full.wav
