onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	5	0	n/a	blackcross.wav	blackcross.wav
4.823	4.4	2	0	n/a	twough.wav	drough.wav
9.232	5.2	2	0	n/a	shwarm.wav	varm.wav
14.482	4.4	4	0	n/a	plange.wav	jase.wav
18.917	4.4	5	0	n/a	blackcross.wav	blackcross.wav
23.340000000000003	4.0	5	0	n/a	blackcross.wav	blackcross.wav
27.401000000000003	4.8	5	0	n/a	blackcross.wav	blackcross.wav
32.236999999999995	4.4	5	0	n/a	blackcross.wav	blackcross.wav
36.659000000000006	4.0	5	0	n/a	blackcross.wav	blackcross.wav
40.68000000000001	4.8	4	0	n/a	neaf.wav	shrease.wav
45.489999999999995	4.0	6	0	n/a	i.wav	r.wav
49.551	4.8	4	0	n/a	spouth.wav	zull.wav
54.387	4.0	4	0	n/a	zarp.wav	twarm.wav
58.409000000000006	4.4	5	0	n/a	blackcross.wav	blackcross.wav
62.84400000000001	4.0	2	0	n/a	snull.wav	chull.wav
66.906	4.0	5	0	n/a	blackcross.wav	blackcross.wav
70.927	4.0	6	0	n/a	i.wav	j.wav
74.988	4.0	1	0	n/a	plapse.wav	dapse.wav
79.036	4.8	2	0	n/a	grost.wav	nost.wav
83.859	4.4	4	0	n/a	vood.wav	shase.wav
88.321	4.4	4	0	n/a	glown.wav	stomb.wav
92.783	4.8	2	0	n/a	glead.wav	jead.wav
97.646	4.4	6	0	n/a	f.wav	n.wav
102.08200000000001	4.0	4	0	n/a	strough.wav	wouth.wav
111.42	4.8	5	0	n/a	blackcross.wav	blackcross.wav
116.23100000000001	4.4	2	0	n/a	nearth.wav	fearth.wav
120.67800000000001	4.4	1	0	n/a	crense.wav	nense.wav
125.127	4.0	5	0	n/a	blackcross.wav	blackcross.wav
129.16199999999998	4.0	1	0	n/a	treens.wav	smeens.wav
133.183	4.0	5	0	n/a	blackcross.wav	blackcross.wav
137.204	4.8	4	0	n/a	sharf.wav	twove.wav
142.04199999999997	4.0	6	0	n/a	g.wav	h.wav
146.089	4.4	1	0	n/a	swault.wav	lault.wav
150.51	4.0	5	0	n/a	blackcross.wav	blackcross.wav
154.558	4.4	6	0	n/a	e.wav	f.wav
158.99400000000003	4.0	5	0	n/a	blackcross.wav	blackcross.wav
163.029	4.0	3	0	n/a	mide.wav	nied.wav
167.08999999999997	4.4	5	0	n/a	blackcross.wav	blackcross.wav
171.54000000000002	4.0	1	0	n/a	slutch.wav	putch.wav
175.587	4.4	1	0	n/a	speal.wav	cheal.wav
180.00900000000001	4.0	3	0	n/a	pript.wav	shrypt.wav
184.03000000000003	4.0	5	0	n/a	blackcross.wav	blackcross.wav
188.07799999999997	4.4	5	0	n/a	blackcross.wav	blackcross.wav
192.5	4.0	5	0	n/a	blackcross.wav	blackcross.wav
196.50799999999998	4.0	5	0	n/a	blackcross.wav	blackcross.wav
200.55599999999998	4.4	5	0	n/a	blackcross.wav	blackcross.wav
205.007	4.4	3	0	n/a	durf.wav	merf.wav
209.46699999999998	4.8	6	0	n/a	c.wav	u.wav
214.303	4.8	5	0	n/a	blackcross.wav	blackcross.wav
219.139	4.4	4	0	n/a	scose.wav	brost.wav
223.548	4.8	3	0	n/a	reash.wav	sliche.wav
234.209	4.8	3	0	n/a	derb.wav	shurb.wav
239.03200000000004	4.8	2	0	n/a	shrase.wav	flase.wav
243.868	4.0	6	0	n/a	h.wav	p.wav
247.916	4.4	6	0	n/a	z.wav	g.wav
252.33800000000002	4.4	3	0	n/a	chelm.wav	swealm.wav
256.76	4.0	5	0	n/a	blackcross.wav	blackcross.wav
260.781	4.0	3	0	n/a	slearn.wav	zurn.wav
264.803	4.4	3	0	n/a	slurl.wav	dirl.wav
269.238	4.0	5	0	n/a	blackcross.wav	blackcross.wav
273.259	4.8	6	0	n/a	k.wav	l.wav
278.122	4.4	2	0	n/a	larp.wav	swarp.wav
282.558	4.4	1	0	n/a	vuss.wav	duss.wav
286.966	4.4	6	0	n/a	j.wav	b.wav
293.473	4.8	3	0	n/a	pault.wav	zalt.wav
298.322	4.8	5	0	n/a	blackcross.wav	blackcross.wav
303.132	4.0	5	0	n/a	blackcross.wav	blackcross.wav
307.153	4.4	2	0	n/a	plown.wav	rown.wav
311.615	4.8	6	0	n/a	v.wav	m.wav
316.425	4.4	4	0	n/a	kearth.wav	geath.wav
320.874	4.4	6	0	n/a	y.wav	z.wav
325.322	4.8	5	0	n/a	blackcross.wav	blackcross.wav
330.14500000000004	4.0	3	0	n/a	nuss.wav	zus.wav
334.18	4.4	3	0	n/a	nerge.wav	yurge.wav
338.642	5.2	4	0	n/a	sull.wav	trow.wav
343.865	4.8	1	0	n/a	preash.wav	sleash.wav
348.716	4.8	1	0	n/a	clurl.wav	turl.wav
353.551	4.4	2	0	n/a	twear.wav	zear.wav
358.0	4.8	4	0	n/a	preath.wav	shworth.wav
374.41900000000004	4.8	4	0	n/a	plear.wav	zour.wav
379.242	4.0	5	0	n/a	blackcross.wav	blackcross.wav
383.26300000000003	4.4	5	0	n/a	blackcross.wav	blackcross.wav
387.752	4.8	5	0	n/a	blackcross.wav	blackcross.wav
392.588	5.2	1	0	n/a	punge.wav	crunge.wav
