onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	1	1.358	flirk.wav	slirk.wav
4.008000000000003	4.4	2	1	0.804	creath.wav	steath.wav
8.416999999999998	4.4	3	1	1.033	glutch.wav	nuch.wav
12.826000000000004	4.0	3	1	0.905	poat.wav	wote.wav
16.834	4.8	5	1	1.537	blackcross.wav	blackcross.wav
21.643000000000004	4.8	5	1	1.179	blackcross.wav	blackcross.wav
26.452	4.8	5	1	1.13	blackcross.wav	blackcross.wav
31.262000000000004	4.8	5	1	1.143	blackcross.wav	blackcross.wav
36.071	4.4	5	1	1.07	blackcross.wav	blackcross.wav
40.480000000000004	4.8	6	1	1.055	t.wav	u.wav
45.290000000000006	4.4	6	1	1.094	c.wav	d.wav
49.69800000000001	4.8	3	1	1.306	splirt.wav	furt.wav
54.50800000000001	4.8	5	1	1.379	blackcross.wav	blackcross.wav
59.31700000000001	4.0	2	1	1.465	crove.wav	swove.wav
63.325	4.4	6	1	1.077	v.wav	w.wav
67.73400000000001	4.8	6	1	1.093	k.wav	t.wav
72.543	4.4	3	1	0.886	brunge.wav	skonge.wav
76.952	4.4	3	1	1.407	twapse.wav	praps.wav
81.361	4.0	4	1	0.919	drose.wav	crange.wav
85.369	4.0	3	1	1.187	mense.wav	shence.wav
89.37700000000001	4.8	5	1	1.466	blackcross.wav	blackcross.wav
94.186	4.0	4	1	0.976	blease.wav	seaf.wav
98.194	4.4	1	1	1.755	twide.wav	stide.wav
102.60300000000001	4.4	5	1	1.085	blackcross.wav	blackcross.wav
107.011	4.0	1	1	0.891	pritz.wav	vitz.wav
111.019	4.8	5	1	1.269	blackcross.wav	blackcross.wav
115.82900000000001	4.0	2	1	1.645	spomb.wav	clomb.wav
119.83700000000002	4.0	5	1	1.543	blackcross.wav	blackcross.wav
123.845	4.0	6	1	1.033	a.wav	b.wav
127.852	4.4	4	1	1.397	smow.wav	vomb.wav
132.261	4.0	3	1	1.628	yeal.wav	sheel.wav
136.269	4.8	4	1	0.979	vead.wav	slood.wav
141.079	4.4	3	1	1.194	rith.wav	nyth.wav
145.487	4.8	1	1	1.081	crelm.wav	melm.wav
150.297	4.8	3	1	1.114	kreens.wav	speans.wav
155.106	4.4	4	1	1.015	palve.wav	smove.wav
159.51500000000001	4.4	1	1	1.468	sprune.wav	yune.wav
163.924	4.0	2	1	2.932	sworth.wav	horth.wav
167.93200000000002	4.0	2	1	1.383	slange.wav	prange.wav
171.939	4.4	1	1	1.128	vearn.wav	glearn.wav
176.348	4.8	2	1	1.34	zalve.wav	walve.wav
181.15800000000002	4.4	5	1	1.039	blackcross.wav	blackcross.wav
185.566	4.0	5	1	1.203	blackcross.wav	blackcross.wav
189.574	4.8	1	1	2.001	sterb.wav	cherb.wav
194.38400000000001	4.4	5	1	1.257	blackcross.wav	blackcross.wav
198.792	4.8	5	1	1.126	blackcross.wav	blackcross.wav
203.602	4.4	6	1	1.069	l.wav	d.wav
208.011	4.4	1	1	0.993	yoat.wav	zoat.wav
212.419	4.0	1	1	1.607	zite.wav	pite.wav
216.427	4.0	3	1	1.185	dite.wav	vight.wav
220.435	4.4	5	1	1.212	blackcross.wav	blackcross.wav
224.844	4.4	2	1	1.085	clease.wav	prease.wav
229.25300000000001	4.8	6	1	1.757	m.wav	n.wav
234.06199999999998	4.8	2	1	0.982	vose.wav	plose.wav
238.87199999999999	4.4	5	1	1.088	blackcross.wav	blackcross.wav
243.28	4.0	2	1	1.177	zow.wav	shrow.wav
247.28799999999998	4.8	6	1	0.871	y.wav	o.wav
252.09799999999998	4.4	2	1	2.354	slour.wav	vour.wav
256.506	4.0	4	0	1.929	splour.wav	morth.wav
260.51399999999995	4.8	2	1	0.828	tood.wav	plood.wav
265.32399999999996	4.0	2	1	1.007	twarf.wav	starf.wav
269.332	4.0	6	1	0.909	r.wav	s.wav
273.34	4.0	4	1	1.222	glough.wav	vown.wav
277.34799999999996	4.8	3	1	1.163	shrune.wav	hoon.wav
282.157	4.4	5	1	1.169	blackcross.wav	blackcross.wav
286.566	4.4	5	1	1.064	blackcross.wav	blackcross.wav
290.974	4.8	5	1	1.118	blackcross.wav	blackcross.wav
295.784	4.8	6	1	0.874	a.wav	s.wav
300.59299999999996	4.8	1	1	1.856	twirt.wav	stirt.wav
305.40299999999996	4.0	1	1	1.005	plipt.wav	bipt.wav
309.411	4.8	1	1	0.852	brith.wav	spith.wav
314.21999999999997	4.0	1	1	0.801	zurf.wav	hurf.wav
318.22799999999995	4.8	3	1	1.028	britz.wav	swits.wav
323.03799999999995	4.8	2	1	1.811	nouth.wav	scouth.wav
327.847	4.0	6	1	1.45	w.wav	e.wav
331.85499999999996	4.8	3	1	1.222	plirk.wav	swerk.wav
336.66499999999996	4.8	1	1	0.907	snerge.wav	gerge.wav
341.474	4.4	2	1	1.733	meaf.wav	teaf.wav
345.883	4.8	4	1	1.754	learth.wav	plost.wav
350.69199999999995	4.4	4	1	0.93	pread.wav	slear.wav
355.101	4.4	5	1	2.03	blackcross.wav	blackcross.wav
359.51	4.0	4	1	1.58	quarf.wav	ralve.wav
363.518	4.0	4	1	1.254	shwarp.wav	larm.wav
367.525	4.0	6	1	1.085	o.wav	p.wav
