onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	1	0.812	post.bmp	cost.bmp
4.005000000000003	4.0	5	0	0.926	blackcross.bmp	blackcross.bmp
8.012999999999998	4.4	6	0	0.918	o.bmp	p.bmp
12.422000000000004	4.0	3	0	0.509	rum.bmp	numb.bmp
16.43	4.8	5	0	0.501	blackcross.bmp	blackcross.bmp
21.240000000000002	4.0	6	0	0.545	c.bmp	u.bmp
25.248000000000005	4.0	1	1	0.459	fought.bmp	sought.bmp
29.254999999999995	4.0	1	1	0.562	scheme.bmp	theme.bmp
33.263000000000005	4.0	6	1	0.608	m.bmp	n.bmp
37.271	4.4	1	1	0.496	stool.bmp	fool.bmp
41.68000000000001	4.4	5	1	1.067	blackcross.bmp	blackcross.bmp
46.089	4.4	1	1	0.522	soak.bmp	oak.bmp
50.498000000000005	4.4	2	0	0.433	threat.bmp	wheat.bmp
54.906000000000006	4.0	1	0	0.025	thread.bmp	spread.bmp
58.914	4.4	3	0	0.016	pile.bmp	trial.bmp
63.32300000000001	4.8	4	1	0.6	swap.bmp	watch.bmp
68.133	4.8	5	0	0.796	blackcross.bmp	blackcross.bmp
72.94200000000001	4.4	5	1	1.23	blackcross.bmp	blackcross.bmp
77.351	4.4	4	1	0.615	tough.bmp	dull.bmp
81.76	4.8	6	0	0.572	w.bmp	e.bmp
86.569	4.8	1	0	0.359	sweep.bmp	creep.bmp
91.37899999999999	4.8	6	0	0.668	k.bmp	t.bmp
96.18799999999999	4.4	5	0	0.741	blackcross.bmp	blackcross.bmp
100.59700000000001	4.4	3	0	0.331	stroke.bmp	soak.bmp
105.006	4.4	4	1	0.756	trial.bmp	fall.bmp
109.41400000000002	4.8	6	0	1.013	k.bmp	l.bmp
114.22399999999999	4.0	5	0	0.704	blackcross.bmp	blackcross.bmp
118.232	4.4	5	0	0.696	blackcross.bmp	blackcross.bmp
122.64099999999999	4.4	5	0	0.286	blackcross.bmp	blackcross.bmp
127.049	4.4	5	1	1.199	blackcross.bmp	blackcross.bmp
131.458	4.0	1	1	0.819	beef.bmp	reef.bmp
135.466	4.0	5	1	1.245	blackcross.bmp	blackcross.bmp
139.474	4.8	2	1	0.663	wart.bmp	smart.bmp
144.284	4.8	2	0	0.646	dose.bmp	pose.bmp
149.093	4.4	5	1	1.453	blackcross.bmp	blackcross.bmp
153.502	4.0	2	1	0.66	touch.bmp	couch.bmp
157.51	4.0	6	0	0.971	v.bmp	m.bmp
161.518	4.8	5	1	1.368	blackcross.bmp	blackcross.bmp
166.327	4.8	5	0	0.601	blackcross.bmp	blackcross.bmp
171.137	4.4	5	1	1.296	blackcross.bmp	blackcross.bmp
175.546	4.0	5	1	1.269	blackcross.bmp	blackcross.bmp
179.554	4.8	5	1	1.274	blackcross.bmp	blackcross.bmp
184.363	4.4	4	0	0.562	port.bmp	warm.bmp
188.772	4.8	3	0	0.153	june.bmp	noon.bmp
193.581	4.4	4	1	0.989	wreath.bmp	leap.bmp
197.99	4.0	5	0	0.936	blackcross.bmp	blackcross.bmp
201.998	4.4	6	1	0.651	c.bmp	d.bmp
206.407	4.4	2	0	0.517	glove.bmp	stove.bmp
210.815	4.8	1	0	0.11	numb.bmp	crumb.bmp
215.62500000000003	4.8	2	1	0.595	stood.bmp	flood.bmp
220.43499999999997	4.4	6	0	0.488	i.bmp	j.bmp
224.843	4.8	4	0	0.083	smart.bmp	drought.bmp
229.653	4.4	3	1	0.648	stir.bmp	blur.bmp
234.06199999999998	4.4	5	0	0.862	blackcross.bmp	blackcross.bmp
238.47	4.8	5	0	0.455	blackcross.bmp	blackcross.bmp
243.28	4.8	2	1	0.816	pool.bmp	wool.bmp
248.08900000000003	4.0	5	0	0.838	blackcross.bmp	blackcross.bmp
252.097	4.4	5	0	0.829	blackcross.bmp	blackcross.bmp
256.506	4.4	2	0	0.419	fought.bmp	drought.bmp
260.91499999999996	4.0	3	0	0.01	flight.bmp	spite.bmp
264.923	4.4	3	0	0.002	scheme.bmp	cream.bmp
269.332	4.0	6	0	0.456	z.bmp	g.bmp
273.33900000000006	4.8	4	1	0.554	ghost.bmp	pose.bmp
278.149	4.4	5	0	0.774	blackcross.bmp	blackcross.bmp
282.558	4.0	4	0	0.364	grace.bmp	fence.bmp
286.56600000000003	4.0	4	0	0.354	dried.bmp	stood.bmp
290.57399999999996	4.0	4	0	0.345	ford.bmp	rod.bmp
294.582	4.4	1	0	0.339	strap.bmp	gap.bmp
298.99	4.8	6	1	0.681	e.bmp	f.bmp
303.79999999999995	4.0	5	0	1.122	blackcross.bmp	blackcross.bmp
307.808	4.0	4	0	0.961	gross.bmp	post.bmp
311.81600000000003	4.0	4	1	0.669	fault.bmp	note.bmp
315.82399999999996	4.8	1	0	1.097	bull.bmp	full.bmp
320.63300000000004	4.8	3	0	0.287	chase.bmp	grace.bmp
325.443	4.0	3	1	0.387	float.bmp	note.bmp
329.451	4.8	3	1	0.583	bride.bmp	dried.bmp
334.26	4.8	4	0	0.662	thief.bmp	plead.bmp
339.07000000000005	4.4	1	1	0.771	bluff.bmp	puff.bmp
343.47900000000004	4.8	6	1	0.582	v.bmp	w.bmp
348.288	4.8	1	1	0.509	shove.bmp	glove.bmp
353.09799999999996	4.4	6	0	0.736	y.bmp	o.bmp
357.506	4.8	2	1	0.807	stamp.bmp	swamp.bmp
362.31600000000003	4.4	4	0	0.607	stamp.bmp	tomb.bmp
366.725	4.0	5	0	0.196	blackcross.bmp	blackcross.bmp
