onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	1	0.611	i.bmp	r.bmp
4.809000000000005	4.8	3	1	1.039	nuss.bmp	zus.bmp
9.619	4.4	3	1	0.779	slearn.bmp	zurn.bmp
14.027000000000001	4.0	3	1	0.781	plirk.bmp	swerk.bmp
18.035000000000004	4.0	3	1	0.784	pault.bmp	zalt.bmp
22.043	4.4	6	1	0.883	a.bmp	b.bmp
26.452000000000005	4.0	6	1	0.771	e.bmp	f.bmp
30.46	4.0	4	1	0.803	kearth.bmp	geath.bmp
34.467999999999996	4.8	4	1	0.832	preath.bmp	shworth.bmp
39.278	4.0	1	1	1.02	speal.bmp	cheal.bmp
43.28600000000001	4.8	5	1	1.147	blackcross.bmp	blackcross.bmp
48.095000000000006	4.4	6	1	0.651	w.bmp	e.bmp
52.504	4.4	2	0	0.706	crove.bmp	swove.bmp
56.913000000000004	4.4	3	1	0.551	dite.bmp	vight.bmp
61.321000000000005	4.0	2	1	0.752	creath.bmp	steath.bmp
65.32900000000001	4.0	3	1	2.0	kreens.bmp	speans.bmp
69.33699999999999	4.0	5	1	1.194	blackcross.bmp	blackcross.bmp
73.345	4.0	5	1	1.205	blackcross.bmp	blackcross.bmp
77.35300000000001	4.4	5	1	1.139	blackcross.bmp	blackcross.bmp
81.762	4.4	4	1	0.628	pread.bmp	slear.bmp
86.17099999999999	4.4	3	1	1.798	mide.bmp	nied.bmp
90.57900000000001	4.8	6	1	0.954	z.bmp	g.bmp
95.38900000000001	4.8	3	1	0.752	mense.bmp	shence.bmp
100.19900000000001	4.4	2	0	0.998	snull.bmp	chull.bmp
104.607	4.0	1	1	0.78	zite.bmp	pite.bmp
108.61500000000001	4.8	1	1	0.76	plapse.bmp	dapse.bmp
113.42500000000001	4.0	1	1	1.214	slutch.bmp	putch.bmp
117.43300000000002	4.0	5	1	1.205	blackcross.bmp	blackcross.bmp
121.441	4.0	5	1	1.169	blackcross.bmp	blackcross.bmp
125.44900000000001	4.0	5	1	1.156	blackcross.bmp	blackcross.bmp
129.45700000000002	4.8	2	1	0.699	nouth.bmp	scouth.bmp
134.26600000000002	4.4	6	1	1.145	y.bmp	o.bmp
138.675	4.8	3	0	1.663	splirt.bmp	furt.bmp
143.485	4.0	6	1	0.844	v.bmp	w.bmp
147.49200000000002	4.8	5	1	1.168	blackcross.bmp	blackcross.bmp
152.30200000000002	4.8	3	1	0.746	durf.bmp	merf.bmp
157.11200000000002	4.4	1	1	0.723	punge.bmp	crunge.bmp
161.52	4.8	5	1	1.138	blackcross.bmp	blackcross.bmp
166.33	4.8	5	1	1.254	blackcross.bmp	blackcross.bmp
171.139	4.8	5	1	1.174	blackcross.bmp	blackcross.bmp
175.949	4.0	5	1	1.154	blackcross.bmp	blackcross.bmp
179.95700000000002	4.8	5	1	1.075	blackcross.bmp	blackcross.bmp
184.767	4.0	2	0	0.847	twear.bmp	zear.bmp
188.774	4.4	1	1	0.713	pritz.bmp	vitz.bmp
193.18300000000002	4.0	2	0	0.784	spomb.bmp	clomb.bmp
197.191	4.8	1	1	0.959	snerge.bmp	gerge.bmp
202.001	4.8	5	1	1.199	blackcross.bmp	blackcross.bmp
206.81	4.4	6	1	0.71	v.bmp	m.bmp
211.21900000000002	4.8	4	1	0.881	shwarp.bmp	larm.bmp
216.029	4.0	2	1	0.972	larp.bmp	swarp.bmp
220.037	4.8	6	1	0.969	k.bmp	l.bmp
224.84600000000003	4.0	4	1	0.687	sull.bmp	trow.bmp
228.854	4.4	3	1	0.599	rith.bmp	nyth.bmp
233.263	4.4	4	1	1.108	palve.bmp	smove.bmp
237.672	4.0	2	0	0.752	shwarm.bmp	varm.bmp
241.68000000000004	4.0	4	1	0.649	zarp.bmp	twarm.bmp
245.68800000000002	4.8	5	1	1.144	blackcross.bmp	blackcross.bmp
250.49699999999999	4.8	4	1	0.628	glown.bmp	stomb.bmp
255.307	4.0	5	1	1.219	blackcross.bmp	blackcross.bmp
259.315	4.4	2	1	1.023	nearth.bmp	fearth.bmp
