onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	1	0.499	i.bmp	r.bmp
4.809000000000001	4.8	3	0	1.434	nuss.bmp	zus.bmp
9.618999999999996	4.4	3	1	0.893	slearn.bmp	zurn.bmp
14.028000000000002	4.0	3	1	0.751	plirk.bmp	swerk.bmp
18.035	4.0	3	1	0.836	pault.bmp	zalt.bmp
22.043000000000003	4.4	6	1	0.519	a.bmp	b.bmp
26.452	4.0	6	1	0.66	e.bmp	f.bmp
30.459999999999997	4.0	4	1	0.994	kearth.bmp	geath.bmp
34.468	4.8	4	1	1.583	preath.bmp	shworth.bmp
39.278000000000006	4.0	1	1	0.754	speal.bmp	cheal.bmp
43.285	4.8	5	1	0.557	blackcross.bmp	blackcross.bmp
48.095	4.4	6	1	0.512	w.bmp	e.bmp
52.504000000000005	4.4	2	0	0.661	crove.bmp	swove.bmp
56.912000000000006	4.4	3	1	1.93	dite.bmp	vight.bmp
61.321	4.0	2	0	0.628	creath.bmp	steath.bmp
65.32900000000001	4.0	3	1	0.718	kreens.bmp	speans.bmp
69.337	4.0	5	1	0.324	blackcross.bmp	blackcross.bmp
73.345	4.0	5	1	0.543	blackcross.bmp	blackcross.bmp
77.35300000000001	4.4	5	1	0.895	blackcross.bmp	blackcross.bmp
81.762	4.4	4	1	1.227	pread.bmp	slear.bmp
86.17	4.4	3	1	0.833	mide.bmp	nied.bmp
90.57900000000001	4.8	6	1	0.619	z.bmp	g.bmp
95.38900000000001	4.8	3	1	0.814	mense.bmp	shence.bmp
100.19800000000001	4.4	2	0	1.291	snull.bmp	chull.bmp
104.607	4.0	1	1	0.778	zite.bmp	pite.bmp
108.61500000000001	4.8	1	1	0.871	plapse.bmp	dapse.bmp
113.424	4.0	1	1	0.925	slutch.bmp	putch.bmp
117.43200000000002	4.0	5	1	0.439	blackcross.bmp	blackcross.bmp
121.44	4.0	5	1	0.762	blackcross.bmp	blackcross.bmp
125.44800000000001	4.0	5	1	0.727	blackcross.bmp	blackcross.bmp
129.456	4.8	2	0	0.793	nouth.bmp	scouth.bmp
134.266	4.4	6	1	0.545	y.bmp	o.bmp
138.674	4.8	3	1	1.08	splirt.bmp	furt.bmp
143.484	4.0	6	1	0.517	v.bmp	w.bmp
147.492	4.8	5	1	0.807	blackcross.bmp	blackcross.bmp
152.30100000000002	4.8	3	1	0.643	durf.bmp	merf.bmp
157.111	4.4	1	1	0.769	punge.bmp	crunge.bmp
161.52	4.8	5	1	0.771	blackcross.bmp	blackcross.bmp
166.329	4.8	5	1	0.526	blackcross.bmp	blackcross.bmp
171.139	4.8	5	1	0.647	blackcross.bmp	blackcross.bmp
175.948	4.0	5	1	0.535	blackcross.bmp	blackcross.bmp
179.956	4.8	5	1	0.545	blackcross.bmp	blackcross.bmp
184.766	4.0	2	0	0.559	twear.bmp	zear.bmp
188.773	4.4	1	1	0.652	pritz.bmp	vitz.bmp
193.18200000000002	4.0	2	0	0.868	spomb.bmp	clomb.bmp
197.19	4.8	1	1	0.932	snerge.bmp	gerge.bmp
202.0	4.8	5	1	0.414	blackcross.bmp	blackcross.bmp
206.809	4.4	6	1	0.528	v.bmp	m.bmp
211.218	4.8	4	0	1.662	shwarp.bmp	larm.bmp
216.02700000000002	4.0	2	0	0.791	larp.bmp	swarp.bmp
220.035	4.8	6	1	0.585	k.bmp	l.bmp
224.845	4.0	4	1	0.877	sull.bmp	trow.bmp
228.85299999999998	4.4	3	0	1.109	rith.bmp	nyth.bmp
233.26200000000003	4.4	4	1	0.731	palve.bmp	smove.bmp
237.67	4.0	2	0	0.833	shwarm.bmp	varm.bmp
241.67800000000003	4.0	4	1	1.834	zarp.bmp	twarm.bmp
245.686	4.8	5	1	0.723	blackcross.bmp	blackcross.bmp
250.496	4.8	4	1	1.216	glown.bmp	stomb.bmp
255.30499999999998	4.0	5	1	0.423	blackcross.bmp	blackcross.bmp
259.313	4.4	2	0	0.705	nearth.bmp	fearth.bmp
263.722	4.4	1	1	0.519	flirk.bmp	slirk.bmp
268.131	4.8	3	1	0.678	poat.bmp	wote.bmp
272.94	4.4	4	1	0.695	smow.bmp	vomb.bmp
277.349	4.4	5	1	0.912	blackcross.bmp	blackcross.bmp
281.758	4.0	3	1	1.129	twapse.bmp	praps.bmp
285.76599999999996	4.4	5	1	1.329	blackcross.bmp	blackcross.bmp
290.174	4.8	2	0	0.881	vose.bmp	plose.bmp
294.984	4.0	6	1	0.577	y.bmp	z.bmp
298.99199999999996	4.4	2	0	0.804	sworth.bmp	horth.bmp
303.4	4.4	5	1	0.582	blackcross.bmp	blackcross.bmp
307.80899999999997	4.8	4	1	0.683	plear.bmp	zour.bmp
312.61899999999997	4.4	2	1	0.845	tood.bmp	plood.bmp
317.027	4.4	1	1	0.6	sprune.bmp	yune.bmp
321.436	4.0	6	1	0.637	h.bmp	p.bmp
325.44399999999996	4.8	1	1	0.565	sterb.bmp	cherb.bmp
330.25399999999996	4.0	3	1	1.114	britz.bmp	swits.bmp
334.262	4.4	5	1	0.734	blackcross.bmp	blackcross.bmp
338.66999999999996	4.0	2	0	0.766	shrase.bmp	flase.bmp
342.678	4.0	1	1	1.529	brith.bmp	spith.bmp
346.686	4.8	5	1	0.753	blackcross.bmp	blackcross.bmp
351.496	4.4	5	1	0.721	blackcross.bmp	blackcross.bmp
355.904	4.8	1	1	0.567	yoat.bmp	zoat.bmp
360.714	4.8	2	1	1.068	grost.bmp	nost.bmp
365.52299999999997	5.2	5	1	0.612	blackcross.bmp	blackcross.bmp
