onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	1	1	1.032	numb.wav	crumb.wav
4.006	4.4	2	1	0.926	stamp.wav	swamp.wav
8.412000000000006	4.4	3	1	0.901	fall.wav	crawl.wav
12.819000000000003	4.0	3	1	0.879	tense.wav	fence.wav
16.823999999999998	4.8	5	1	1.118	lackcross.wav	lackcross.wav
21.631	4.8	5	1	1.141	lackcross.wav	lackcross.wav
26.438000000000002	4.8	5	1	1.48	lackcross.wav	lackcross.wav
31.245999999999995	4.8	5	1	1.193	lackcross.wav	lackcross.wav
36.05200000000001	4.4	5	1	1.241	lackcross.wav	lackcross.wav
40.47200000000001	4.8	6	1	1.083	e.wav	f.wav
45.278999999999996	4.4	6	1	0.973	c.wav	u.wav
49.68600000000001	4.8	3	1	0.975	stroke.wav	soak.wav
54.492000000000004	4.8	5	1	1.352	lackcross.wav	lackcross.wav
59.312	4.0	2	1	0.92	cow.wav	glow.wav
63.33200000000001	4.4	6	1	0.715	o.wav	p.wav
67.75099999999999	4.8	6	1	1.045	t.wav	u.wav
72.55900000000001	4.4	3	1	0.722	odd.wav	rod.wav
76.978	4.4	3	1	0.717	halt.wav	fault.wav
81.39800000000001	4.0	4	1	0.985	june.wav	loop.wav
85.41699999999999	4.0	3	1	0.832	leap.wav	sweep.wav
89.43599999999999	4.8	5	1	1.296	lackcross.wav	lackcross.wav
94.25600000000001	4.0	4	0	1.102	smart.wav	drought.wav
98.27499999999999	4.4	1	0	0.788	flood.wav	blood.wav
102.69500000000001	4.4	5	1	1.322	lackcross.wav	lackcross.wav
107.115	4.0	1	1	0.822	bluff.wav	puff.wav
111.134	4.8	5	1	1.127	lackcross.wav	lackcross.wav
115.94099999999999	4.0	2	1	1.49	ford.wav	word.wav
119.96	4.0	5	1	1.371	lackcross.wav	lackcross.wav
123.979	4.0	6	1	0.797	y.wav	o.wav
127.998	4.4	4	1	0.963	wheel.wav	sneak.wav
132.418	4.0	3	1	0.748	rum.wav	numb.wav
136.437	4.8	4	1	0.926	ghost.wav	pose.wav
141.257	4.4	3	1	0.993	scheme.wav	cream.wav
145.67700000000002	4.8	1	0	1.184	frost.wav	cost.wav
150.497	4.8	3	0	1.238	thief.wav	beef.wav
155.305	4.4	4	1	0.889	fault.wav	note.wav
159.724	4.4	1	1	0.921	vase.wav	chase.wav
164.144	4.0	2	1	1.005	glove.wav	stove.wav
168.163	4.0	2	1	1.116	plead.wav	spread.wav
172.18200000000002	4.4	1	1	0.954	thread.wav	spread.wav
176.60199999999998	4.8	2	0	1.069	dull.wav	bull.wav
181.409	4.4	5	1	1.095	lackcross.wav	lackcross.wav
185.82799999999997	4.0	5	1	1.168	lackcross.wav	lackcross.wav
189.848	4.8	1	1	1.155	spoon.wav	noon.wav
194.65499999999997	4.4	5	1	1.146	lackcross.wav	lackcross.wav
199.074	4.8	5	1	1.17	lackcross.wav	lackcross.wav
203.882	4.4	6	1	0.957	c.wav	d.wav
208.301	4.4	1	1	0.919	brow.wav	cow.wav
212.70799999999997	4.0	1	0	0.916	quart.wav	wart.wav
216.726	4.0	3	1	0.974	float.wav	note.wav
220.745	4.4	5	1	1.158	lackcross.wav	lackcross.wav
225.16499999999996	4.4	2	1	1.568	swap.wav	gap.wav
229.58499999999998	4.8	6	1	0.804	g.wav	h.wav
234.392	4.8	2	1	0.827	mouth.wav	youth.wav
239.199	4.4	5	1	1.183	lackcross.wav	lackcross.wav
243.606	4.0	2	1	0.788	touch.wav	couch.wav
247.62399999999997	4.8	6	1	0.854	y.wav	z.wav
252.43199999999996	4.4	2	1	0.923	breath.wav	wreath.wav
256.851	4.0	4	1	1.059	dried.wav	stood.wav
260.87	4.8	2	1	0.856	pint.wav	hint.wav
265.69	4.0	2	1	0.92	gross.wav	moss.wav
269.709	4.0	6	1	1.15	i.wav	r.wav
273.729	4.0	4	1	0.965	ford.wav	rod.wav
277.748	4.8	3	1	0.89	cheek.wav	sneak.wav
282.555	4.4	5	1	1.123	lackcross.wav	lackcross.wav
286.962	4.4	5	1	1.192	lackcross.wav	lackcross.wav
291.381	4.8	5	1	1.167	lackcross.wav	lackcross.wav
296.188	4.8	6	1	1.275	f.wav	n.wav
300.995	4.8	1	1	1.091	beef.wav	reef.wav
305.80199999999996	4.0	1	1	0.897	soak.wav	oak.wav
309.82099999999997	4.8	1	1	1.033	fought.wav	sought.wav
314.628	4.0	1	1	1.077	stool.wav	fool.wav
318.647	4.8	3	0	0.997	warm.wav	form.wav
323.454	4.8	2	1	0.991	wart.wav	smart.wav
328.26099999999997	4.0	6	1	0.694	v.wav	m.wav
332.28	4.8	3	1	0.932	bride.wav	dried.wav
337.087	4.8	1	0	1.242	toss.wav	moss.wav
341.894	4.4	2	0	1.368	stood.wav	flood.wav
346.313	4.8	4	1	0.786	pool.wav	tooth.wav
351.121	4.4	4	1	0.839	rum.wav	touch.wav
355.53999999999996	4.4	5	1	1.146	lackcross.wav	lackcross.wav
359.96	4.0	4	1	0.961	tough.wav	dull.wav
363.979	4.0	4	1	1.069	both.wav	stroke.wav
367.998	4.0	6	1	1.694	h.wav	p.wav
