onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	1	1.111	post.bmp	cost.bmp
3.9970000000000034	4.0	5	1	1.77	blackcross.bmp	blackcross.bmp
7.997000000000003	4.4	6	1	0.705	o.bmp	p.bmp
12.397000000000002	4.0	3	1	1.008	rum.bmp	numb.bmp
16.397000000000002	4.8	5	1	1.533	blackcross.bmp	blackcross.bmp
21.197	4.0	6	1	0.817	c.bmp	u.bmp
25.197	4.0	1	0	0.97	fought.bmp	sought.bmp
29.197	4.0	1	1	0.821	scheme.bmp	theme.bmp
33.197	4.0	6	1	0.61	m.bmp	n.bmp
37.197	4.4	1	1	0.759	stool.bmp	fool.bmp
41.596999999999994	4.4	5	1	1.191	blackcross.bmp	blackcross.bmp
45.995999999999995	4.4	1	1	1.288	soak.bmp	oak.bmp
50.396	4.4	2	1	0.72	threat.bmp	wheat.bmp
54.79599999999999	4.0	1	1	1.072	thread.bmp	spread.bmp
58.79599999999999	4.4	3	1	0.815	pile.bmp	trial.bmp
63.196	4.8	4	1	1.381	swap.bmp	watch.bmp
67.996	4.8	5	1	1.251	blackcross.bmp	blackcross.bmp
72.79599999999999	4.4	5	1	1.167	blackcross.bmp	blackcross.bmp
77.196	4.4	4	1	0.864	tough.bmp	dull.bmp
81.595	4.8	6	1	1.009	w.bmp	e.bmp
86.395	4.8	1	1	1.013	sweep.bmp	creep.bmp
91.195	4.8	6	1	1.093	k.bmp	t.bmp
95.995	4.4	5	1	1.095	blackcross.bmp	blackcross.bmp
100.395	4.4	3	0	0.892	stroke.bmp	soak.bmp
104.795	4.4	4	1	0.847	trial.bmp	fall.bmp
109.19500000000001	4.8	6	1	1.007	k.bmp	l.bmp
113.99499999999999	4.0	5	1	1.374	blackcross.bmp	blackcross.bmp
117.99499999999999	4.4	5	1	1.66	blackcross.bmp	blackcross.bmp
122.39399999999999	4.4	5	1	1.304	blackcross.bmp	blackcross.bmp
126.794	4.4	5	1	1.374	blackcross.bmp	blackcross.bmp
131.19400000000002	4.0	1	1	1.123	beef.bmp	reef.bmp
135.19400000000002	4.0	5	1	1.627	blackcross.bmp	blackcross.bmp
139.19400000000002	4.8	2	1	0.774	wart.bmp	smart.bmp
143.994	4.8	2	1	1.356	dose.bmp	pose.bmp
148.794	4.4	5	1	1.208	blackcross.bmp	blackcross.bmp
153.19400000000002	4.0	2	1	0.854	touch.bmp	couch.bmp
157.19400000000002	4.0	6	0	n/a	v.bmp	m.bmp
161.193	4.8	5	0	n/a	blackcross.bmp	blackcross.bmp
165.99300000000002	4.8	5	0	n/a	blackcross.bmp	blackcross.bmp
170.793	4.4	5	0	n/a	blackcross.bmp	blackcross.bmp
175.193	4.0	5	0	n/a	blackcross.bmp	blackcross.bmp
179.193	4.8	5	1	2.154	blackcross.bmp	blackcross.bmp
183.99300000000002	4.4	4	1	0.835	port.bmp	warm.bmp
188.393	4.8	3	1	1.522	june.bmp	noon.bmp
193.193	4.4	4	1	0.794	wreath.bmp	leap.bmp
197.59300000000002	4.0	5	0	1.493	blackcross.bmp	blackcross.bmp
201.592	4.4	6	1	1.56	c.bmp	d.bmp
205.99200000000002	4.4	2	1	0.992	glove.bmp	stove.bmp
210.39200000000002	4.8	1	1	1.119	numb.bmp	crumb.bmp
215.192	4.8	2	1	0.846	stood.bmp	flood.bmp
219.99200000000002	4.4	6	1	0.707	i.bmp	j.bmp
224.39200000000002	4.8	4	1	0.907	smart.bmp	drought.bmp
229.192	4.4	3	1	1.083	stir.bmp	blur.bmp
233.59199999999998	4.4	5	1	1.329	blackcross.bmp	blackcross.bmp
237.99099999999999	4.8	5	1	1.21	blackcross.bmp	blackcross.bmp
242.791	4.8	2	0	0.91	pool.bmp	wool.bmp
247.591	4.0	5	1	1.296	blackcross.bmp	blackcross.bmp
251.591	4.4	5	1	1.287	blackcross.bmp	blackcross.bmp
255.99099999999999	4.4	2	1	1.006	fought.bmp	drought.bmp
260.391	4.0	3	0	0.957	flight.bmp	spite.bmp
264.391	4.4	3	1	0.924	scheme.bmp	cream.bmp
268.791	4.0	6	1	0.943	z.bmp	g.bmp
272.791	4.8	4	1	0.739	ghost.bmp	pose.bmp
277.59000000000003	4.4	5	1	1.166	blackcross.bmp	blackcross.bmp
281.99	4.0	4	1	0.647	grace.bmp	fence.bmp
285.99	4.0	4	1	1.199	dried.bmp	stood.bmp
289.99	4.0	4	1	1.069	ford.bmp	rod.bmp
293.99	4.4	1	1	1.12	strap.bmp	gap.bmp
298.39	4.8	6	0	0.623	e.bmp	f.bmp
303.19	4.0	5	1	1.149	blackcross.bmp	blackcross.bmp
307.19	4.0	4	1	1.065	gross.bmp	post.bmp
311.19	4.0	4	1	1.096	fault.bmp	note.bmp
315.189	4.8	1	1	1.14	bull.bmp	full.bmp
319.98900000000003	4.8	3	0	1.132	chase.bmp	grace.bmp
324.789	4.0	3	1	1.4	float.bmp	note.bmp
328.789	4.8	3	1	1.124	bride.bmp	dried.bmp
333.589	4.8	4	1	1.146	thief.bmp	plead.bmp
338.389	4.4	1	1	1.261	bluff.bmp	puff.bmp
342.789	4.8	6	1	1.092	v.bmp	w.bmp
347.589	4.8	1	1	1.253	shove.bmp	glove.bmp
352.389	4.4	6	1	0.854	y.bmp	o.bmp
356.788	4.8	2	1	1.077	stamp.bmp	swamp.bmp
361.588	4.4	4	1	1.252	stamp.bmp	tomb.bmp
365.988	4.0	5	1	1.539	blackcross.bmp	blackcross.bmp
